"";"rt";"subject";"condition";"condition_code";"measure";"measure_code";"val";"type";"type_specific";"category";"cs_selected";"target";"nr_pres";"response"
"34968";925,964999943972;"h8e0vbwe0z";"many_one";"0";"direct_first";"1";"neg";"GS";"GSold";"4";"4/CS5";"47";35;1
"34972";603,399999905378;"h8e0vbwe0z";"many_one";"0";"direct_first";"1";"pos";"GS";"GSold";"3";"3/CS1";"40";36;1
"34976";1169,16000004858;"h8e0vbwe0z";"many_one";"0";"direct_first";"1";"pos";"GS";"GSnew";"2";"2/GS2";"19";37;0
"34980";620,66000001505;"h8e0vbwe0z";"many_one";"0";"direct_first";"1";"neg";"GS";"GSnew";"4";"4/GS2";"32";38;0
"34984";453,78000009805;"h8e0vbwe0z";"many_one";"0";"direct_first";"1";"pos";"GS";"GSold";"2";"2/CS3";"36";39;1
"34988";1335,759999929;"h8e0vbwe0z";"many_one";"0";"direct_first";"1";"pos";"GS";"GSold";"2";"2/CS2";"16";40;1
"34992";881,22499990277;"h8e0vbwe0z";"many_one";"0";"direct_first";"1";"pos";"GS";"abstract";"2";"2/men";"21";41;1
"34996";613,970000064;"h8e0vbwe0z";"many_one";"0";"direct_first";"1";"pos";"GS";"GSnew";"3";"3/GS3";"34";42;1
"35000";960,179999936372;"h8e0vbwe0z";"many_one";"0";"direct_first";"1";"neg";"GS";"GSnew";"1";"1/GS1";"4";43;1
"35004";759,310000110418;"h8e0vbwe0z";"many_one";"0";"direct_first";"1";"neg";"GS";"GSold";"4";"4/CS1";"31";44;1
"35008";1583,57500005513;"h8e0vbwe0z";"many_one";"0";"direct_first";"1";"neg";"GS";"abstract";"1";"1/ma";"26";45;1
"35012";1344,21000001021;"h8e0vbwe0z";"many_one";"0";"direct_first";"1";"neg";"GS";"abstract";"4";"4/lin";"39";46;0
"35016";642,200000118464;"h8e0vbwe0z";"many_one";"0";"direct_first";"1";"pos";"GS";"GSold";"3";"3/CS10";"28";47;0
"35409";4145,99999999994;"j2p3llg9ob";"one_one";"1";"direct_first";"1";"neg";"GS";"GSold";"1";"1/CS3";"5";0;1
"35413";2045;"j2p3llg9ob";"one_one";"1";"direct_first";"1";"pos";"GS";"GSold";"2";"2/CS1";"42";1;1
"35417";738;"j2p3llg9ob";"one_one";"1";"direct_first";"1";"pos";"GS";"GSold";"2";"2/CS2";"29";2;0
"35421";1013;"j2p3llg9ob";"one_one";"1";"direct_first";"1";"neg";"GS";"GSold";"1";"1/CS7";"40";3;0
"35425";811;"j2p3llg9ob";"one_one";"1";"direct_first";"1";"neg";"GS";"GSold";"4";"4/CS7";"28";4;0
"35429";1251;"j2p3llg9ob";"one_one";"1";"direct_first";"1";"neg";"GS";"GSold";"1";"1/CS4";"38";5;1
"35433";892,999999999884;"j2p3llg9ob";"one_one";"1";"direct_first";"1";"pos";"GS";"GSold";"3";"3/CS6";"18";6;0
"35437";995;"j2p3llg9ob";"one_one";"1";"direct_first";"1";"neg";"GS";"GSold";"4";"4/CS6";"24";7;0
"35441";892;"j2p3llg9ob";"one_one";"1";"direct_first";"1";"pos";"GS";"GSold";"3";"3/CS5";"19";8;1
"35445";1217;"j2p3llg9ob";"one_one";"1";"direct_first";"1";"neg";"CS";"CS";"1";"1/CS9";"36";9;1
"35449";532;"j2p3llg9ob";"one_one";"1";"direct_first";"1";"pos";"GS";"GSold";"2";"2/CS10";"11";10;1
"35453";803,999999999884;"j2p3llg9ob";"one_one";"1";"direct_first";"1";"neg";"CS";"CS";"4";"4/CS5";"14";11;1
"35457";772,000000000116;"j2p3llg9ob";"one_one";"1";"direct_first";"1";"pos";"CS";"CS";"3";"3/CS4";"45";12;1
"35461";545;"j2p3llg9ob";"one_one";"1";"direct_first";"1";"neg";"GS";"GSold";"4";"4/CS1";"48";13;1
"35465";613;"j2p3llg9ob";"one_one";"1";"direct_first";"1";"pos";"CS";"CS";"2";"2/CS6";"9";14;1
"35469";452;"j2p3llg9ob";"one_one";"1";"direct_first";"1";"pos";"GS";"GSold";"3";"3/CS3";"44";15;1
"35474";880;"j2p3llg9ob";"one_one";"1";"direct_first";"1";"neg";"GS";"GSnew";"1";"1/GS3";"23";16;0
"35478";537;"j2p3llg9ob";"one_one";"1";"direct_first";"1";"pos";"GS";"GSnew";"3";"3/GS3";"4";17;1
"35482";556;"j2p3llg9ob";"one_one";"1";"direct_first";"1";"neg";"GS";"GSnew";"4";"4/GS3";"46";18;1
"35486";900;"j2p3llg9ob";"one_one";"1";"direct_first";"1";"neg";"GS";"abstract";"4";"4/lin";"21";19;1
"35490";707;"j2p3llg9ob";"one_one";"1";"direct_first";"1";"pos";"GS";"abstract";"2";"2/men";"10";20;1
"35494";892,999999999884;"j2p3llg9ob";"one_one";"1";"direct_first";"1";"neg";"GS";"GSnew";"1";"1/GS2";"13";21;1
"35498";476,999999999884;"j2p3llg9ob";"one_one";"1";"direct_first";"1";"neg";"GS";"GSnew";"4";"4/GS1";"30";22;0
"35502";944;"j2p3llg9ob";"one_one";"1";"direct_first";"1";"neg";"GS";"GSnew";"1";"1/GS1";"2";23;0
"35506";644;"j2p3llg9ob";"one_one";"1";"direct_first";"1";"pos";"GS";"GSnew";"2";"2/GS3";"32";24;0
"35510";876,000000000116;"j2p3llg9ob";"one_one";"1";"direct_first";"1";"pos";"GS";"abstract";"3";"3/wang";"25";25;1
"35514";804;"j2p3llg9ob";"one_one";"1";"direct_first";"1";"pos";"GS";"GSnew";"3";"3/GS2";"27";26;1
"35518";723;"j2p3llg9ob";"one_one";"1";"direct_first";"1";"neg";"GS";"GSnew";"4";"4/GS2";"17";27;0
"35522";690;"j2p3llg9ob";"one_one";"1";"direct_first";"1";"neg";"GS";"abstract";"1";"1/ma";"39";28;1
"35526";668;"j2p3llg9ob";"one_one";"1";"direct_first";"1";"pos";"GS";"GSnew";"3";"3/GS1";"47";29;0
"35530";690,999999999884;"j2p3llg9ob";"one_one";"1";"direct_first";"1";"pos";"GS";"GSnew";"2";"2/GS2";"26";30;0
"35534";733;"j2p3llg9ob";"one_one";"1";"direct_first";"1";"pos";"GS";"GSnew";"2";"2/GS1";"16";31;0
"36023";3024;"j7f9s7u49s";"many_one";"0";"direct_first";"1";"neg";"GS";"GSold";"4";"4/CS9";"33";0;1
"36027";428;"j7f9s7u49s";"many_one";"0";"direct_first";"1";"neg";"CS";"CS";"3";"3/CS1";"13";1;0
"36031";1574;"j7f9s7u49s";"many_one";"0";"direct_first";"1";"neg";"CS";"CS";"4";"4/CS2";"9";2;1
"36035";567;"j7f9s7u49s";"many_one";"0";"direct_first";"1";"pos";"CS";"CS";"1";"1/CS10";"30";3;1
"36039";2889;"j7f9s7u49s";"many_one";"0";"direct_first";"1";"pos";"CS";"CS";"1";"1/CS9";"23";4;1
"36043";1564;"j7f9s7u49s";"many_one";"0";"direct_first";"1";"pos";"CS";"CS";"1";"1/CS2";"34";5;1
"36047";887;"j7f9s7u49s";"many_one";"0";"direct_first";"1";"pos";"CS";"CS";"1";"1/CS6";"12";6;0
"36051";781;"j7f9s7u49s";"many_one";"0";"direct_first";"1";"neg";"CS";"CS";"4";"4/CS6";"41";7;0
"36055";1196;"j7f9s7u49s";"many_one";"0";"direct_first";"1";"neg";"CS";"CS";"3";"3/CS2";"48";8;0
"36059";779;"j7f9s7u49s";"many_one";"0";"direct_first";"1";"pos";"CS";"CS";"2";"2/CS9";"4";9;1
"36063";1808;"j7f9s7u49s";"many_one";"0";"direct_first";"1";"neg";"CS";"CS";"4";"4/CS10";"14";10;0
"36067";467;"j7f9s7u49s";"many_one";"0";"direct_first";"1";"neg";"CS";"CS";"4";"4/CS8";"2";11;0
"36071";318;"j7f9s7u49s";"many_one";"0";"direct_first";"1";"neg";"CS";"CS";"3";"3/CS5";"43";12;1
"36075";446;"j7f9s7u49s";"many_one";"0";"direct_first";"1";"pos";"CS";"CS";"2";"2/CS7";"27";13;1
"36079";622;"j7f9s7u49s";"many_one";"0";"direct_first";"1";"neg";"CS";"CS";"4";"4/CS1";"5";14;0
"36083";361;"j7f9s7u49s";"many_one";"0";"direct_first";"1";"neg";"CS";"CS";"3";"3/CS7";"29";15;0
"36087";509;"j7f9s7u49s";"many_one";"0";"direct_first";"1";"pos";"CS";"CS";"1";"1/CS4";"22";16;1
"36091";545;"j7f9s7u49s";"many_one";"0";"direct_first";"1";"pos";"CS";"CS";"2";"2/CS10";"35";17;1
"36095";452;"j7f9s7u49s";"many_one";"0";"direct_first";"1";"pos";"CS";"CS";"2";"2/CS4";"6";18;1
"36099";625;"j7f9s7u49s";"many_one";"0";"direct_first";"1";"neg";"GS";"GSold";"4";"4/CS5";"28";19;0
"36103";420;"j7f9s7u49s";"many_one";"0";"direct_first";"1";"neg";"CS";"CS";"3";"3/CS9";"10";20;0
"36107";1027;"j7f9s7u49s";"many_one";"0";"direct_first";"1";"neg";"GS";"GSold";"4";"4/CS4";"8";21;1
"36111";510;"j7f9s7u49s";"many_one";"0";"direct_first";"1";"pos";"CS";"CS";"2";"2/CS5";"44";22;1
"36115";532;"j7f9s7u49s";"many_one";"0";"direct_first";"1";"pos";"GS";"GSold";"1";"1/CS7";"46";23;1
"36120";329;"j7f9s7u49s";"many_one";"0";"direct_first";"1";"neg";"GS";"GSold";"3";"3/CS3";"31";24;0
"36124";374;"j7f9s7u49s";"many_one";"0";"direct_first";"1";"pos";"GS";"abstract";"1";"1/ma";"3";25;1
"36128";609;"j7f9s7u49s";"many_one";"0";"direct_first";"1";"neg";"GS";"GSnew";"3";"3/GS2";"1";26;0
"36132";675;"j7f9s7u49s";"many_one";"0";"direct_first";"1";"neg";"GS";"abstract";"4";"4/lin";"45";27;0
"36136";368;"j7f9s7u49s";"many_one";"0";"direct_first";"1";"neg";"GS";"GSnew";"3";"3/GS3";"47";28;0
"36140";468;"j7f9s7u49s";"many_one";"0";"direct_first";"1";"neg";"GS";"GSold";"3";"3/CS4";"32";29;0
"36144";277;"j7f9s7u49s";"many_one";"0";"direct_first";"1";"neg";"GS";"GSold";"3";"3/CS6";"40";30;0
"36148";324;"j7f9s7u49s";"many_one";"0";"direct_first";"1";"pos";"GS";"GSnew";"2";"2/GS1";"15";31;1
"36152";324;"j7f9s7u49s";"many_one";"0";"direct_first";"1";"neg";"GS";"GSnew";"4";"4/GS2";"19";32;1
"36156";382;"j7f9s7u49s";"many_one";"0";"direct_first";"1";"pos";"GS";"GSold";"1";"1/CS3";"25";33;1
"36160";344;"j7f9s7u49s";"many_one";"0";"direct_first";"1";"pos";"GS";"GSold";"2";"2/CS1";"11";34;1
"36164";1143;"j7f9s7u49s";"many_one";"0";"direct_first";"1";"pos";"GS";"GSnew";"1";"1/GS2";"38";35;1
"36168";1101;"j7f9s7u49s";"many_one";"0";"direct_first";"1";"pos";"GS";"GSnew";"1";"1/GS3";"37";36;1
"36172";1016;"j7f9s7u49s";"many_one";"0";"direct_first";"1";"neg";"GS";"GSnew";"4";"4/GS1";"17";37;1
"36176";954;"j7f9s7u49s";"many_one";"0";"direct_first";"1";"pos";"GS";"GSnew";"2";"2/GS3";"7";38;1
"36180";512;"j7f9s7u49s";"many_one";"0";"direct_first";"1";"neg";"GS";"abstract";"3";"3/wang";"18";39;0
"36184";1105;"j7f9s7u49s";"many_one";"0";"direct_first";"1";"pos";"GS";"GSnew";"1";"1/GS1";"21";40;0
"36188";413;"j7f9s7u49s";"many_one";"0";"direct_first";"1";"pos";"GS";"GSnew";"2";"2/GS2";"36";41;1
"36192";506;"j7f9s7u49s";"many_one";"0";"direct_first";"1";"pos";"GS";"abstract";"2";"2/men";"26";42;1
"36196";304;"j7f9s7u49s";"many_one";"0";"direct_first";"1";"pos";"GS";"GSold";"2";"2/CS8";"39";43;1
"36200";1197;"j7f9s7u49s";"many_one";"0";"direct_first";"1";"pos";"GS";"GSold";"1";"1/CS8";"20";44;1
"36204";331;"j7f9s7u49s";"many_one";"0";"direct_first";"1";"neg";"GS";"GSnew";"4";"4/GS3";"42";45;1
"36208";405;"j7f9s7u49s";"many_one";"0";"direct_first";"1";"pos";"GS";"GSold";"2";"2/CS3";"16";46;1
"36212";663;"j7f9s7u49s";"many_one";"0";"direct_first";"1";"neg";"GS";"GSnew";"3";"3/GS1";"24";47;1
"36313";5055,57500012219;"jf18mbay4y";"many_one";"0";"indirect_first";"0";"pos";"CS";"CS";"2";"2/CS3";"23";0;0
"36317";3528,88499991968;"jf18mbay4y";"many_one";"0";"indirect_first";"0";"pos";"CS";"CS";"2";"2/CS1";"13";1;1
"36321";1321,1799999699;"jf18mbay4y";"many_one";"0";"indirect_first";"0";"pos";"CS";"CS";"1";"1/CS1";"39";2;0
"36325";2337,16999995522;"jf18mbay4y";"many_one";"0";"indirect_first";"0";"neg";"CS";"CS";"3";"3/CS9";"36";3;0
"36329";3418,30999986269;"jf18mbay4y";"many_one";"0";"indirect_first";"0";"pos";"CS";"CS";"1";"1/CS2";"3";4;1
"36333";1545,01499980688;"jf18mbay4y";"many_one";"0";"indirect_first";"0";"neg";"GS";"GSold";"4";"4/CS2";"22";5;0
"36337";781,69499989599;"jf18mbay4y";"many_one";"0";"indirect_first";"0";"neg";"CS";"CS";"4";"4/CS7";"45";6;1
"36341";841,809999896213;"jf18mbay4y";"many_one";"0";"indirect_first";"0";"neg";"CS";"CS";"3";"3/CS6";"25";7;1
"36345";817,070000106469;"jf18mbay4y";"many_one";"0";"indirect_first";"0";"neg";"CS";"CS";"4";"4/CS4";"16";8;0
"36349";1285,78999987803;"jf18mbay4y";"many_one";"0";"indirect_first";"0";"neg";"CS";"CS";"3";"3/CS7";"2";9;0
"36353";1279,19999998994;"jf18mbay4y";"many_one";"0";"indirect_first";"0";"pos";"CS";"CS";"2";"2/CS8";"15";10;1
"36357";3755,26500004344;"jf18mbay4y";"many_one";"0";"indirect_first";"0";"neg";"CS";"CS";"3";"3/CS5";"18";11;0
"36361";1672,31499985792;"jf18mbay4y";"many_one";"0";"indirect_first";"0";"pos";"CS";"CS";"1";"1/CS9";"5";12;0
"36365";1957,20500010066;"jf18mbay4y";"many_one";"0";"indirect_first";"0";"neg";"CS";"CS";"4";"4/CS8";"31";13;1
"36369";1240,50499987788;"jf18mbay4y";"many_one";"0";"indirect_first";"0";"pos";"GS";"GSold";"2";"2/CS2";"24";14;1
"36373";1299,67000009492;"jf18mbay4y";"many_one";"0";"indirect_first";"0";"pos";"CS";"CS";"2";"2/CS6";"37";15;0
"36377";931,675000116229;"jf18mbay4y";"many_one";"0";"indirect_first";"0";"neg";"GS";"GSold";"4";"4/CS3";"4";16;0
"36381";2252,01499997638;"jf18mbay4y";"many_one";"0";"indirect_first";"0";"pos";"CS";"CS";"2";"2/CS10";"26";17;1
"36385";1036,40000009909;"jf18mbay4y";"many_one";"0";"indirect_first";"0";"pos";"CS";"CS";"1";"1/CS5";"28";18;0
"36389";1407,76499989443;"jf18mbay4y";"many_one";"0";"indirect_first";"0";"neg";"CS";"CS";"4";"4/CS6";"19";19;0
"36393";769,994999980554;"jf18mbay4y";"many_one";"0";"indirect_first";"0";"neg";"CS";"CS";"4";"4/CS5";"42";20;0
"36397";3713,49500003271;"jf18mbay4y";"many_one";"0";"indirect_first";"0";"pos";"CS";"CS";"1";"1/CS10";"27";21;1
"36401";673,935000086203;"jf18mbay4y";"many_one";"0";"indirect_first";"0";"neg";"CS";"CS";"3";"3/CS10";"12";22;1
"36405";556,014999980107;"jf18mbay4y";"many_one";"0";"indirect_first";"0";"neg";"GS";"GSold";"4";"4/CS10";"32";23;1
"36410";908,360000001267;"jf18mbay4y";"many_one";"0";"indirect_first";"0";"pos";"GS";"GSold";"1";"1/CS7";"30";24;1
"36414";728,325000032783;"jf18mbay4y";"many_one";"0";"indirect_first";"0";"pos";"GS";"GSnew";"2";"2/GS1";"47";25;0
"36418";995,430000126362;"jf18mbay4y";"many_one";"0";"indirect_first";"0";"pos";"GS";"abstract";"2";"2/men";"6";26;1
"36422";1424,19000016525;"jf18mbay4y";"many_one";"0";"indirect_first";"0";"neg";"GS";"abstract";"4";"4/lin";"38";27;1
"36426";834,615000057966;"jf18mbay4y";"many_one";"0";"indirect_first";"0";"pos";"GS";"abstract";"1";"1/ma";"40";28;0
"36430";1363,40500018559;"jf18mbay4y";"many_one";"0";"indirect_first";"0";"neg";"GS";"GSnew";"4";"4/GS1";"33";29;0
"36434";1208,35500000976;"jf18mbay4y";"many_one";"0";"indirect_first";"0";"neg";"GS";"GSnew";"3";"3/GS2";"41";30;0
"36438";1982,19999996945;"jf18mbay4y";"many_one";"0";"indirect_first";"0";"pos";"GS";"GSold";"1";"1/CS8";"14";31;1
"36442";1333,95499992184;"jf18mbay4y";"many_one";"0";"indirect_first";"0";"pos";"GS";"GSold";"2";"2/CS9";"35";32;1
"36446";1498,20000003092;"jf18mbay4y";"many_one";"0";"indirect_first";"0";"neg";"GS";"GSold";"3";"3/CS3";"7";33;1
"36450";866,734999930486;"jf18mbay4y";"many_one";"0";"indirect_first";"0";"pos";"GS";"GSnew";"2";"2/GS2";"48";34;0
"36454";1239,45500003174;"jf18mbay4y";"many_one";"0";"indirect_first";"0";"neg";"GS";"GSold";"3";"3/CS4";"21";35;1
"36458";1090,89000010863;"jf18mbay4y";"many_one";"0";"indirect_first";"0";"neg";"GS";"GSnew";"3";"3/GS3";"34";36;0
"36462";1852,14000009;"jf18mbay4y";"many_one";"0";"indirect_first";"0";"neg";"GS";"GSnew";"3";"3/GS1";"10";37;0
"36466";2711,49499993771;"jf18mbay4y";"many_one";"0";"indirect_first";"0";"neg";"GS";"abstract";"3";"3/wang";"20";38;1
"36470";1001,50000001304;"jf18mbay4y";"many_one";"0";"indirect_first";"0";"neg";"GS";"GSold";"3";"3/CS1";"46";39;0
"36474";545,110000064597;"jf18mbay4y";"many_one";"0";"indirect_first";"0";"neg";"GS";"GSnew";"4";"4/GS2";"29";40;1
"36478";1143,83499999531;"jf18mbay4y";"many_one";"0";"indirect_first";"0";"pos";"GS";"GSnew";"2";"2/GS3";"1";41;1
"36482";551,944999955595;"jf18mbay4y";"many_one";"0";"indirect_first";"0";"pos";"GS";"GSold";"1";"1/CS3";"11";42;0
"36486";1272,03499991447;"jf18mbay4y";"many_one";"0";"indirect_first";"0";"pos";"GS";"GSnew";"1";"1/GS1";"44";43;0
"36490";761,769999982789;"jf18mbay4y";"many_one";"0";"indirect_first";"0";"pos";"GS";"GSnew";"1";"1/GS2";"43";44;1
"36494";769,369999878109;"jf18mbay4y";"many_one";"0";"indirect_first";"0";"neg";"GS";"GSnew";"4";"4/GS3";"9";45;0
"36498";1133,26500006951;"jf18mbay4y";"many_one";"0";"indirect_first";"0";"pos";"GS";"GSold";"2";"2/CS5";"17";46;0
"36502";766,524999868125;"jf18mbay4y";"many_one";"0";"indirect_first";"0";"pos";"GS";"GSnew";"1";"1/GS3";"8";47;1
"36701";2967,27999998257;"jj140azzth";"many_one";"0";"direct_first";"1";"pos";"CS";"CS";"2";"2/CS8";"21";0;1
"36705";292,355000041425;"jj140azzth";"many_one";"0";"direct_first";"1";"pos";"CS";"CS";"2";"2/CS4";"18";1;0
"36709";656,614999985322;"jj140azzth";"many_one";"0";"direct_first";"1";"neg";"CS";"CS";"1";"1/CS9";"33";2;1
"36713";225,159999914467;"jj140azzth";"many_one";"0";"direct_first";"1";"neg";"GS";"GSold";"1";"1/CS7";"39";3;0
"36717";652,934999903664;"jj140azzth";"many_one";"0";"direct_first";"1";"neg";"CS";"CS";"1";"1/CS2";"31";4;1
"36721";846,365000121295;"jj140azzth";"many_one";"0";"direct_first";"1";"pos";"GS";"GSold";"4";"4/CS7";"7";5;0
"36725";500,590000068769;"jj140azzth";"many_one";"0";"direct_first";"1";"pos";"CS";"CS";"4";"4/CS2";"38";6;0
"36729";647,175000049174;"jj140azzth";"many_one";"0";"direct_first";"1";"pos";"CS";"CS";"4";"4/CS4";"36";7;1
"36733";645,625000121072;"jj140azzth";"many_one";"0";"direct_first";"1";"neg";"CS";"CS";"3";"3/CS6";"28";8;0
"36737";534,059999976307;"jj140azzth";"many_one";"0";"direct_first";"1";"neg";"CS";"CS";"3";"3/CS9";"48";9;0
"36741";512,610000092536;"jj140azzth";"many_one";"0";"direct_first";"1";"pos";"CS";"CS";"2";"2/CS7";"37";10;1
"36745";619,369999971241;"jj140azzth";"many_one";"0";"direct_first";"1";"pos";"CS";"CS";"4";"4/CS10";"46";11;1
"36749";468,210000079125;"jj140azzth";"many_one";"0";"direct_first";"1";"pos";"CS";"CS";"4";"4/CS3";"42";12;1
"36753";674,225000198931;"jj140azzth";"many_one";"0";"direct_first";"1";"neg";"CS";"CS";"1";"1/CS4";"27";13;0
"36757";305,730000138283;"jj140azzth";"many_one";"0";"direct_first";"1";"neg";"CS";"CS";"3";"3/CS2";"14";14;1
"36761";480,239999946207;"jj140azzth";"many_one";"0";"direct_first";"1";"neg";"CS";"CS";"1";"1/CS1";"12";15;1
"36765";486,899999901652;"jj140azzth";"many_one";"0";"direct_first";"1";"pos";"CS";"CS";"2";"2/CS1";"26";16;1
"36769";359,694999875501;"jj140azzth";"many_one";"0";"direct_first";"1";"pos";"CS";"CS";"4";"4/CS9";"32";17;0
"36773";375,419999938458;"jj140azzth";"many_one";"0";"direct_first";"1";"neg";"GS";"GSold";"1";"1/CS8";"1";18;1
"36777";407,404999947175;"jj140azzth";"many_one";"0";"direct_first";"1";"neg";"CS";"CS";"3";"3/CS7";"47";19;0
"36781";699,994999915361;"jj140azzth";"many_one";"0";"direct_first";"1";"neg";"CS";"CS";"3";"3/CS8";"41";20;1
"36785";576,824999880046;"jj140azzth";"many_one";"0";"direct_first";"1";"pos";"CS";"CS";"2";"2/CS9";"35";21;1
"36789";486,440000124276;"jj140azzth";"many_one";"0";"direct_first";"1";"neg";"CS";"CS";"1";"1/CS3";"22";22;0
"36793";475,859999889508;"jj140azzth";"many_one";"0";"direct_first";"1";"neg";"GS";"GSold";"1";"1/CS6";"44";23;0
"36798";623,374999966472;"jj140azzth";"many_one";"0";"direct_first";"1";"pos";"GS";"GSnew";"2";"2/GS2";"25";24;0
"36802";456,47000009194;"jj140azzth";"many_one";"0";"direct_first";"1";"pos";"GS";"GSnew";"4";"4/GS1";"13";25;0
"36806";447,230000048876;"jj140azzth";"many_one";"0";"direct_first";"1";"neg";"GS";"GSnew";"1";"1/GS2";"20";26;0
"36810";510,550000006333;"jj140azzth";"many_one";"0";"direct_first";"1";"pos";"GS";"abstract";"4";"4/lin";"29";27;1
"36814";542,804999975488;"jj140azzth";"many_one";"0";"direct_first";"1";"pos";"GS";"GSnew";"2";"2/GS1";"24";28;0
"36818";430,66000007093;"jj140azzth";"many_one";"0";"direct_first";"1";"pos";"GS";"GSold";"2";"2/CS5";"16";29;0
"36822";417,770000174642;"jj140azzth";"many_one";"0";"direct_first";"1";"pos";"GS";"GSnew";"2";"2/GS3";"11";30;1
"36826";391,439999919385;"jj140azzth";"many_one";"0";"direct_first";"1";"pos";"GS";"GSold";"4";"4/CS1";"10";31;0
"36830";433,209999930114;"jj140azzth";"many_one";"0";"direct_first";"1";"neg";"GS";"GSold";"3";"3/CS5";"30";32;1
"36834";598,26000011526;"jj140azzth";"many_one";"0";"direct_first";"1";"neg";"GS";"GSnew";"3";"3/GS2";"2";33;0
"36838";400,425000116229;"jj140azzth";"many_one";"0";"direct_first";"1";"neg";"GS";"abstract";"3";"3/wang";"34";34;0
"36842";301,435000030324;"jj140azzth";"many_one";"0";"direct_first";"1";"neg";"GS";"GSnew";"3";"3/GS1";"6";35;0
"36846";410,859999945387;"jj140azzth";"many_one";"0";"direct_first";"1";"pos";"GS";"GSold";"2";"2/CS10";"45";36;1
"36850";720,904999878258;"jj140azzth";"many_one";"0";"direct_first";"1";"neg";"GS";"GSnew";"1";"1/GS3";"17";37;1
"36854";599,165000021458;"jj140azzth";"many_one";"0";"direct_first";"1";"neg";"GS";"GSold";"3";"3/CS10";"9";38;1
"36858";199,770000064746;"jj140azzth";"many_one";"0";"direct_first";"1";"pos";"GS";"GSnew";"4";"4/GS2";"5";39;0
"36862";361,740000080317;"jj140azzth";"many_one";"0";"direct_first";"1";"pos";"GS";"GSnew";"4";"4/GS3";"19";40;1
"36866";216,030000010505;"jj140azzth";"many_one";"0";"direct_first";"1";"pos";"GS";"GSold";"2";"2/CS2";"4";41;0
"36870";149,609999964014;"jj140azzth";"many_one";"0";"direct_first";"1";"neg";"GS";"GSnew";"3";"3/GS3";"23";42;0
"36874";1606,20500007644;"jj140azzth";"many_one";"0";"direct_first";"1";"neg";"GS";"GSnew";"1";"1/GS1";"43";43;0
"36878";761,874999850988;"jj140azzth";"many_one";"0";"direct_first";"1";"pos";"GS";"abstract";"2";"2/men";"15";44;0
"36882";674,864999949932;"jj140azzth";"many_one";"0";"direct_first";"1";"neg";"GS";"abstract";"1";"1/ma";"40";45;1
"36886";237,154999980703;"jj140azzth";"many_one";"0";"direct_first";"1";"pos";"GS";"GSold";"4";"4/CS8";"8";46;0
"36890";436,645000008866;"jj140azzth";"many_one";"0";"direct_first";"1";"neg";"GS";"GSold";"3";"3/CS3";"3";47;0
"37024";4540,73999996763;"jrpn3cwjpf";"one_one";"1";"direct_first";"1";"pos";"GS";"GSold";"2";"2/CS2";"25";0;1
"37028";2451,63999998476;"jrpn3cwjpf";"one_one";"1";"direct_first";"1";"pos";"CS";"CS";"2";"2/CS5";"17";1;0
"37032";1032,59499999695;"jrpn3cwjpf";"one_one";"1";"direct_first";"1";"neg";"CS";"CS";"1";"1/CS1";"2";2;1
"37036";1077,96499994583;"jrpn3cwjpf";"one_one";"1";"direct_first";"1";"pos";"GS";"GSold";"4";"4/CS5";"12";3;1
"37040";1504,9299999373;"jrpn3cwjpf";"one_one";"1";"direct_first";"1";"neg";"CS";"CS";"3";"3/CS4";"20";4;0
"37044";1111,81499995291;"jrpn3cwjpf";"one_one";"1";"direct_first";"1";"pos";"GS";"GSold";"4";"4/CS3";"42";5;0
"37048";1576,7099999357;"jrpn3cwjpf";"one_one";"1";"direct_first";"1";"neg";"GS";"GSold";"1";"1/CS8";"30";6;0
"37052";1109,81499997433;"jrpn3cwjpf";"one_one";"1";"direct_first";"1";"neg";"GS";"GSold";"1";"1/CS5";"33";7;1
"37056";807,870000018738;"jrpn3cwjpf";"one_one";"1";"direct_first";"1";"neg";"GS";"GSold";"3";"3/CS6";"45";8;0
"37060";786,034999997355;"jrpn3cwjpf";"one_one";"1";"direct_first";"1";"pos";"GS";"GSold";"2";"2/CS10";"27";9;1
"37064";708,155000000261;"jrpn3cwjpf";"one_one";"1";"direct_first";"1";"pos";"CS";"CS";"4";"4/CS4";"41";10;1
"37068";589,954999973997;"jrpn3cwjpf";"one_one";"1";"direct_first";"1";"pos";"GS";"GSold";"4";"4/CS2";"31";11;1
"37072";501,464999979362;"jrpn3cwjpf";"one_one";"1";"direct_first";"1";"neg";"GS";"GSold";"1";"1/CS4";"28";12;0
"37076";1318,54999996722;"jrpn3cwjpf";"one_one";"1";"direct_first";"1";"pos";"GS";"GSold";"2";"2/CS6";"21";13;0
"37080";556,305000092834;"jrpn3cwjpf";"one_one";"1";"direct_first";"1";"neg";"GS";"GSold";"3";"3/CS5";"5";14;1
"37084";595,870000077412;"jrpn3cwjpf";"one_one";"1";"direct_first";"1";"neg";"GS";"GSold";"3";"3/CS10";"24";15;0
"37089";641,929999925196;"jrpn3cwjpf";"one_one";"1";"direct_first";"1";"neg";"GS";"GSnew";"3";"3/GS1";"32";16;0
"37093";450,934999971651;"jrpn3cwjpf";"one_one";"1";"direct_first";"1";"pos";"GS";"GSnew";"4";"4/GS3";"8";17;1
"37097";694,844999932684;"jrpn3cwjpf";"one_one";"1";"direct_first";"1";"neg";"GS";"GSnew";"1";"1/GS2";"29";18;1
